index,Artist,Chords,Label,Song
778,nirvana,"G5,Bb5,E,Bb,G#5,E5,G#,G",advanced,milk-it
779,bad-company,"A,F,C,Am,Dm,G",intermediate,bad-company
780,sting,"D/F,F(2),Am7,D/F#,F,Am,Dm7,Cm9,C(2),F6,C/G,F2,Gsus,C/E,Eadd9,C,A7sus4,E/G#,G6,C/F,Gsus4,Asus,G/B",advanced,august-winds
781,jason-isbell,"Em/A,C,Dsus4,Bm,G",novice,if-we-were-vampires
782,little-river-band,"F#madd9,F,E7,Gsus2,Dsus4,D,F6,G,F#m,Esus4,Bm7b5,A,E,Asus4,Dm13,B,Dsus2,Dm7/A,F6/A,Asus2,Bm11,Fadd9",advanced,take-it-easy-on-me
783,harry-nilsson,"C7,Cmaj7,C,Dm,G",novice,everybodys-talkin
784,caamp,"C,Am,D,Em,G",novice,by-and-by
785,dianne-reeves,"Eb/F,Fm7,D/F#,Bb,F#/E,Abmaj7,F,Fm11,Dm7,AbM7,Cm9,Amaj7,Gm7,Ab6,D7,Db/Eb,G,Gbm7,Ebdim/F,E/F#,Dbmaj7,Ab/Eb,Gb/Ab,Cm7,Bbmaj7,B,Eb,C7/E,Ab,Ddim7,C,D/E,Ebdim7/F,Ebmaj7,Dbdim7,Ab/Bb",advanced,better-days
786,secondhand-serenade,"G,F,C,Am",novice,fall-for-you
787,misc-soundtrack,"Eb,Ab,G7,A,Bb,Gm,Cm,F#,Bm,D,Em,G",intermediate,hamilton-who-lives-who-dies-who-tells-your-story
788,grateful-dead,"F#m,C#,A,E,C,F,A7,Am,Bm,D,B,Em,G,B7",intermediate,touch-of-grey
789,nancy-sinatra,"G7,E,F,Am,Dm",novice,bang-bang-my-baby-shot-me-down
790,billy-joel,"Dsus2,C,Am,D,Em,G",intermediate,we-didnt-start-the-fire
791,bruno-mars,"E,D#m,F#,D#,C#m,B,G#m",intermediate,the-lazy-song
792,shawn-mendes,"Bm/E,Am7,C,Am,C/B,Em,Gmaj7,G",novice,lost-in-japan
793,twenty-one-pilots,"F,C,Am,Em,G",novice,chlorine
794,the-beatles,"F#m,Am/C,A,E,Gm,F,Am,Bm,Em,C#m,G,G#m,B7",novice,do-you-want-to-know-a-secret
795,ella-henderson,"D/A,E9,A/C#,A,D/F#,E,A/B,Bm,D,D/Bb,Em,G",advanced,all-again
796,misc-cartoons,"F#m,A,A7,A#,E7,Bm,G#dim7,D,A#dim7,G",advanced,toy-story-2-woodys-roundup
797,kaleo,"C/E,Am7,F,C,Am,C/B,Fmaj7,Dm,Em,C/G,G",intermediate,save-yourself
798,toto,"Bb,AbMaj7/C,F,F/G,Eb/G,Dm7b5,Ab/C,Bb/C,Fsus4/Bb,Gm,G7/B,Dm/F,Fm,C/G,F/C,F/A,DbMaj7/F,Eb,Ab,C7/E,Gm7b5,Cm,G9,Bb7/D",advanced,angela
799,hillsong-united,"Gsus,C,Dsus,Em7,D,Em,G",novice,good-grace
800,gary-valenciano,"Am7,D/F#,A/C#,Am,E7,C#m,D2,Bm7,Bm,D,C2,D7,Esus,G,F#m,A,E,B,C,E/G#,Em,G/B",advanced,lead-me-lord
801,kingsmen,"Em,D,A",intermediate,louie-louie
802,misc-unsigned-bands,"Eb,Ab,F/A,Bb,Amaj7,Cm,C,Ab2,Ab6,Eb/G,Bb/D,G/B",advanced,fred-hammond-you-are-the-living-word
803,xxxtentacion,"Em,Gmaj13,Bm7,Gmaj7add13",novice,depression-and-obsession
804,all-time-low,"Dsus2,Cadd9,Cmaj7,A7,D,Em,G",novice,remembering-sunday
805,colter-wall,"C,Am,Em,Asus,G/B,B7",novice,the-devil-wears-a-suit-and-tie
806,john-mayer,"Dsus2,Gsus2,Cadd9,C6/9,D/F#,A,Gm,C,Fsus2,Dsus,Em7,Bbsus2,D,A7sus,Csus2,Gmaj7,G",intermediate,why-georgia
807,norman-greenbaum,"A,E,C,D,G",intermediate,spirit-in-the-sky
808,kaleo,"Gm,Eb,Cm,D7",intermediate,broken-bones
809,billy-joel,"D/F#,Bb,F,Am,Dm,G/C,Gm,G#dim,Dm/C,Csus,D,C/G,G,F/C,G7,F/A,A,C7,C/E,Gsus,E/A,D/G,G7sus,C,Cm,Fsus,G/B",advanced,leningrad
810,rex-orange-county,"Fm9,Fm7,Gbmaj7,Gm7,Abmaj7,Ebmaj7,Ab/Bb,Bb9",intermediate,loving-is-easy
811,rodrigo-amarante,"G7,C,A7,E7,Am,Fmaj7,Dm",intermediate,tuyo
812,abba,"A/C#,D/F#,A7,Em7,Dsus4,Bm,D,D/C#,D/B,D7,D/A,G,F#m,Em6,A,E,Asus4,F#7,A/G,A/E,A7sus4,Asus2/F#,E/G#,G6,A7/G,Em,Cmaj7/E,Asus2,Em/D",intermediate,our-last-summer
813,scorpions,"E,F,C,Am,Dm,Em,G",advanced,lonely-nights
814,asin,"A,A7,Bm,D,A7sus,Em,G",advanced,gising-na-kaibigan
815,hillsong-worship,"F,G,C,Am7",novice,king-of-kings
816,vance-joy,"C,Am,D,Em,G",novice,im-with-you
817,george-harrison,"Fm7,A9,Am7,G#7,A7,Am,Em7,Cmaj9,Dmaj7,D,D7,Gmaj7,G,F#m,Cm7,Eb7+9,C,Em9,Em,F#m7,D7-9",advanced,learning-how-to-love-you
818,ella-fitzgerald,"A7+5,G6/9,Abdim,F,Dm,Bb6,C7sus,Bb9,G7+5,C7+5,F7,D,F6,F6/9,D7,G,A,Bb7,Db7,Eb7,Ddim,Ab9,Eb,Cm,C,Bb7-5,G9,C9",advanced,nice-work-if-you-can-get-it
819,rini,"F#m,C#m7,C#,GM7,Cm,F#,Bm7,Bm,C#7,B#m,C#m,F#m7",advanced,aphrodite
820,lana-del-rey,"D/A,Am7,Am,D,G",novice,mariners-apartment-complex
821,todd-rundgren,"F#m,C#m7,Amaj7,E,Dmaj7,Bm7,B7",advanced,i-saw-the-light
822,radiohead,"Amadd9,A,D/F#,Bm7,Bm,Emadd9,Dmaj9/F#,Em,Bdim/D,G,Dmaj9/F",intermediate,there-there
823,red-hot-chili-peppers,"Eb,Db,Ab,Bb,Cm,Fm",intermediate,dark-necessities
824,the-black-keys,"G,A,E",novice,lonely-boy
825,tom-walker,"Dm,F,C,Bb",novice,leave-a-light-on
826,dan-shay,"G,D,C,Em",novice,tequila
827,stone-temple-pilots,"C/E,Eb,Cadd9,Am7,D/F#,F,Eb7,D,EbM7,G,G/B",intermediate,plush
828,alan-jackson,"A7,E7,Bm,D,G",advanced,precious-memories
829,dean-lewis,"A,F,C,Am,Dm,D,B,G",novice,half-a-man
830,luciano-pavarotti,"G7,A,E,C,F#,Bm,D,Em,D7,G",advanced,core-ngrato
831,waylon-jennings,"A,E,A7,E7,D,D7,G,B7",intermediate,good-hearted-woman
832,elevation-worship,"C/E,F,C,Am,G,G/B",novice,here-again
833,lady-gaga,"C,F,Am,Bm,D,Em,G",novice,joanne
834,luke-combs,"Em7,G,D,C",novice,she-got-the-best-of-me
835,mac-miller,"F#,F,C#",intermediate,dunno
836,lizzy-mcalpine,"G#7,F#/A#,G#m/D#,C#/E#,Emaj7,G#m7/F#,C#m,B/F#,F#7sus4,G#m,G#m7,F#7/C#,Esus4,C#m7,E,F#,C#m7/F#,B,D#7sus4/A#,D#7/A#,D#7/G,G#m/B,E/G#",intermediate,pancakes-for-dinner
837,justin-timberlake,"Bb/C,Fm7,Bb,F,C,Am,Ab/Bb",novice,cant-stop-the-feeling
838,everlast,"Fmaj7,Dm,C,E",intermediate,what-its-like
839,slander,"Dm,F,C,Bb",novice,love-is-gone
840,eddie-vedder,"C/E,G7,Dsus2,C,Dsus4,Bm,D,D5,G",intermediate,guaranteed
841,community-music,"Am7,Cmaj7,C,Am,D,G",novice,make-room
842,black-label-society,"A,C,Am,Em7,G",advanced,spoke-in-the-wheel
843,bleachers,"C#,A,E,F#,Bm,D,Em,G",advanced,goodmorning
844,wilson-pickett,"C7,F,C,F7,G",intermediate,mustang-sally
845,official-hige-dandism,"Fm7,G#add9/A#,C#M7,G#7,C#M7/D#,Em7,G#add9,D#,D#sus4,D#/G,Dm7-5,D#add9/G,C#9,D#m11,C#m6,C#M7/D,A#m7/D#,A#m7,D,G#/C,Fm,D#add9,G#9,D#m7/G#,Fm9,C7,A#m7-5/D#,Cm7,G#,D#sus4/A#,D#m7/G,D#7sus4,A#m7/D,A#m11,C7/E,C#M9,D#m9,D#m7,A#7,G#/D#,C7(#9),Caug,A#9,A#m9,C7(b9)",advanced,pretender
846,ed-sheeran,"G,D,Cadd9,Em",novice,all-of-the-stars
847,jessie-j,"Eb,Ab,Bb,Cm,Fm",advanced,masterpiece
848,pink-sweat,"G,Dm,C,Am",novice,at-my-worst
849,neil-young,"Am7,C,F,Am,Fmaj7,Em7,Em,G",intermediate,hey-hey-my-my-into-the-black
850,david-gates,"Eb,Fm7,Ab,Bb,Bb7,Gm7,Cm,Abmaj7,Cm7,F9,Db9,Ab/Bb",advanced,goodbye-girl
851,frank-sinatra,"Bb7,Dbmaj7,Bbm7,Abmaj7,Eb7,Ebaug,Abaug,Cm7,Ebm7,Abdim,Ab7,Ab6,F7,Bdim,Bb9",advanced,it-all-depends-on-you
852,diana-krall,"Am7,B13,F#7b13,A7,E7,Em7,Em11,BM7,Bm7,Bm/A,Bm,G#m7b5,C#7b5,D7,C#m7b5,Esus4,Em6,Bm7b5,G7,C7,GM7,B7#9,F#7,F#m7b9/C,Em#5,Em,F#m9,B7",advanced,cry-me-a-river
853,spandau-ballet,"Eb,Ab,Cadd9,Am7,D/F#,C,Bm7,Emadd9,Em7,C/B,G6,Em,Fadd9,G",intermediate,1
854,black-uk,"Cmaj7,C,Am,Dm,G6/B,Asus2,G,G/B",advanced,wonderful-life
855,jamey-johnson,"D/F#,F,C,D,Em,G",novice,in-color
856,steely-dan,"Am7,Bb/F,Bb,Dm7/G,F,Am,Fmaj7,Dm,Dm7,Bb/C,Gm,Gm7,Gm/Bb,G,F/A,F/Bb,Eb6/9,C7,C/Bb,Bbmaj7,Fsus4,C,C/F,Ab/Bb",advanced,gaucho
857,foreigner,"E,Bb,Gm,Am,E7,Fmaj7,Dm,D,Em,G",intermediate,waiting-for-a-girl-like-you
858,elevation-worship,"C,D,Em,G,G/B",novice,see-a-victory
859,roberte-marna,"F#m,C#,A,E,C,C#m,B",advanced,ah-le-petit-vin-blanc
860,michel-berger,"A9,F,A7,Am,E7,Em7,F#sus4,Dmaj7,Bsus4/F#,D,Gmaj7,G,Esus4,A,F#,Bsus4,A/E,A6/F#,B,C/E,C,A7/G,Em,B7",advanced,le-blues-du-businessman
861,alice-in-chains,"Cadd9,Bb,E,F,C,Dsus,D,D#,G",intermediate,i-stay-away
862,lady-gaga,"Eb,F/A,Bb,Gm,Cm,F,Dm7,Gm/A",novice,911
863,the-weather-girls,"Db,Bb,F,C7sus,Fm7/Eb,Fm6/D,Bb/D,Ab/C,Csus,Fm,C/G,Db6,C7,Bb7,Bbm,Eb,C/E,Ab,C",advanced,its-raining-men
864,clairo,"Em7,Fmaj7,Cmaj7,Dm7",novice,pretty-girl
865,david-bowie,"Asus4,A,Amaj7,F#7,G/A,C,F#,Ebdim7,Bm7,Bm,Em7,D,G/D,G6,Asus2,G,F#7b9",advanced,absolute-beginners
866,misc-cartoons,"G,E,D#m,F#,C,F,Am,Gsus4,Em,B,F#sus4,G#m",advanced,olafs-frozen-adventure-when-were-together
867,shawn-mendes,"Dsus2,F/A,BbM,Bb,F,Dm,Dm/A",novice,in-my-blood
868,system-of-a-down,"Eb,A,Bb,Gm,F#,F,C,Am",intermediate,chop-suey
869,heart,"E/F#,E/A,A,E,A/F#,F#,A/B,B/A,C#m,B/F#,B/E,B",advanced,how-can-i-refuse
870,day6,"Eb,Ab,Bb,Gm,Cm,C,F,F#,Am,Bbm,Fm,Ebm,G",intermediate,you-were-beautiful
871,frank-sinatra,"Gdim,A7,Am,E7,Fmaj7,Fm6,Amaj7,Cm9,F13,D7,E7#5,Gmaj7,Bdim,Dm9,C7,Cmaj7,F#dim,Bbmaj7,Adim,G9,G6,G13",advanced,once-i-loved-o-amor-em-paz
872,julia-jacklin,"G,D,Dsus4,Em",intermediate,dont-know-how-to-keep-loving-you
873,john-mayer,"A,Bm,Em7,D,Em,G",novice,waiting-on-the-world-to
874,halsey,"F,G,C,Am",novice,without-me
875,maroon-5,"C,D,G,Em",intermediate,moves-like-jagger
876,coda,"Fm7,Bmmaj9,Ab/G,Dm11,Bb6/9,Abmaj7,Abmaj9#11,D7b9,Dm7,Db9,G7#5,Bb/G,Am7b5,Cm9,Gm7,Bm7,Abmaj9,Gm/D,Fm/D,Cm/Bb,G,Fm9,Gm7#5,G7b9,Ab13,Db7,Cm7,Dbmaj9#11,Db9b5,Dbmaj9,Gm7/C,G7sus4,Abm7,Abm7b5,F#m13,Bbm7,Ebmaj9,C7sus4,Gsus4,D7#9,Ab6/9,Eb9",advanced,bloody-stream
877,rex-orange-county,"Db,Bb,Gm,F,C,Bbm,Dm,D7",novice,happiness
878,brian-mcknight,"Fm7,C#m7,G#m7,Bb,G#7,A7M,F#7,F#,C,D#m7,F#9,E6/9",advanced,back-at-one
879,eddie-vedder,"G,D,C,Am",novice,hard-sun
880,elvis-presley,"G7,F,C,E7,Am,Dm,Em,B7",advanced,sentimental-me
881,meat-loaf,"F#m,Eb,A,Bb,E,C,F#,F,Dsus4,Bm,Am,D,Em,G",intermediate,paradise-by-the-dashboard-light
882,sister-act,"Gdim7/D,Am7,A/C#,Bsus,C/D,A7,Am,Em7,Dm,Am9,Dm7,Cmaj7/G,Cmaj9,F13,D,G/D,C/G,D7,Esus,Gmaj7,G,Cmaj/D,Am7/D,Bm7b5,Dm9,G7,E,C6/D,D7sus,B,Ddim7,D/G,C,G9/D,D13,G9,G#dim7,D7/C,D6,Em,G13,C9,G/B",advanced,his-eye-is-on-the-sparrow
883,katy-perry,"Gsus2,C,Am,D,Em,G",novice,roar
884,oasis,"G7,Cadd9,A,C,Em7,G/F,D,Em,C/G,G",advanced,married-with
885,the-alan-parsons-project,"C/A,F,Cm/Ab,Am,Em/G,F/G,Dm,E7,Bm-5,G/E,Fm/Ab,Gm,G7/B,Gm7,D7/Bb,Bm7,Dm/C,G/D,F6,C/G,Am6/C,Em/C,G,D/A,Am/F,G7,Cmaj7,C7/Bb,D7/Gb,Cm/Eb,D7/A,Ab/F,C,G/F,Cm6/Eb,Dm/A",advanced,shadow-of-a-lonely-man
886,james-taylor,"Cadd9,A,C,Bm7,A7,Bm,D/E,Em9,D,Em,F#m7,G,G/B",advanced,something-in-the-way-she-moves
887,misc-praise-songs,"Bm,D,G,A",novice,be-thou-my-vision
888,r-e-m-,"C,Am,D,Em,G",intermediate,the-one-i-love
889,tom-misch,"D7sus2,F#7+5,Gmaj7,Bm7",intermediate,it-runs-through-me
890,red-hot-chili-peppers,"Gb9,C7,Bb7,Dm13,G9,Ebmaj9,F9,Dm7,D7#9",advanced,if-you-have-to-ask
891,bring-me-the-horizon,"G,F,Am",novice,drown
892,the-chainsmokers,"D,C,Em",novice,closer
893,taylor-swift,"Eb,Fm,Ab,Bb",intermediate,mad-woman
894,misc-unsigned-bands,"F,C,Am,D,Em,G",advanced,rabindra-sangeet-tumi-robe-nirobe
895,curtis-mayfield,"C,Am,Bm,D,G",intermediate,people-get-ready
896,the-calling,"C#,C#/F,D#m,F#,A#m,G#/C,G#,D#/G",advanced,stigmatized
897,nirvana,"Eb,F#m,C5,A,E,B5,F#,C,A#,D,F5,B,A5",advanced,hairspray-queen
898,glass-beach,"Fm7,Abmaj7/Bb,Abmaj7/E,Bb,Db/B,F#/E,Abmaj7,F/E,Dm7b5,G/E,Am7b5,G7/B,Gm7,Bm7,Eb6,D7,Db7/B,G,G7,Eb6/9,C7,Bb7,Gaug,E,Cm7,Bbm,B7sus4,B,A(b5),Eb,Ab,Adim,Bbm7,Cm,Eb/B,Ebmaj7,B7",advanced,classic-j-dies-and-goes-to-hell-part-1
899,nickelback,"G,C,D/F#,Am",novice,how-you-remind-me
900,megadeth,"Cadd2/D,C6/9,Bb,C,C/D,Dm,Bdim/D,Bb/D,Bdim",advanced,hangar-18
901,adele,"Eb,Fm7,Ab,Bb,Gm,Cm",advanced,water-under-the-bridge
902,h-e-r-,"E/F#,C#7#5,Gmaj9,Dmaj9,G#m,Bm9",advanced,im-not-ok
903,abba,"F#m,A/C#,A,D/F#,Gm,Asus4,F#,Dsus4,D,Em,G",novice,slipping-through-my-fingers
904,paramore,"C,Am,Em,G,G/B",novice,all-i-wanted
905,carole-king,"Dm7,Gsus,G7,Am7,Gm7,Cmaj7,E7,Fmaj7,Esus,D6,Bbmaj7",intermediate,its-too-late
906,david-bowie,"Em6,A9,Bm7b5,Am7,Am7b5,Emaj,Bm7,E7,A7,Em7,Em9,A6/9,Em,Am6",advanced,the-drowned-girl
907,misc-computer-games,"A,Bb,Gm,C,Dm",intermediate,undertale-megalovania
908,terry-scott-taylor,"A7,E7,Em7,H7,G",advanced,everybody-way-oh
909,boy-pablo,"Dmaj7,Gm7,A7,B7sus4,Bm7,Em7,D9,A13,Gmaj7,F#m7,Em7b5,B7",intermediate,everytime
910,gary-moore,"F#m,A,E,C#m,B",advanced,always-gonna-love-you
911,misc-soundtrack,"A,E,B/D#,E/G#,Cdim,C#m,B",novice,the-greatest-showman-from-now-on
912,townes-van-zandt,"Em,D,G,C",advanced,tecumseh-valley
913,misc-soundtrack,"Gbsus2,C5,C#/D#,F#(add4)/A#,F#/G#,Emaj9/G#,F#/E,Bsus,Bb,Cbmaj7,Bb/Eb,Am7,A/D,Emaj7,B(add4),Dm,A#4,C#m,Emaj7/G#,G#m,Absus,Db/F,G#m7,E(add9),Amaj7/C#,Bm7/F#,A#m7/D#,Bm7,Gb(add9)/Bb,Csus,A#m7,G/D,Ebm,Gmaj9#11,A(add9),Esus/G#,F#/B,Gmaj7,Bb(add2),Bbmaj7/D,C#m7b5,D#m7/G#,E/F#,A,E,Gbmaj9/Bb,F#,Cm7,Bbm,Asus,Fmaj7b5,F#7sus,Csus2,A/E,Dbsus2/F,B/E,F#5,C#sus/E#,C,D#m7,B/D#,E/G#,Asus2,Em,F#m7,Abm(maj7),Ab/Bb,Amaj7/C",advanced,wicked-no-good-deed
914,bob-dylan,"F#m,A,E,C,Am,Bm,D,B,Em,G",intermediate,positively-4th-street
915,riley-green,"Cadd9,D/F#,D,Em,G",novice,i-wish-grandpas-never-died
916,fujii-kaze,"Fm7,Db,Bb,Db7#5,C/A,F,Bbadd9,Bbmaj7/F,Dm,Dm7,D7/G,Cm7/Eb,Bb(6/9)/D,G7#5,Bb/C,Gm,Ebm7,Ab(6/9),Cdim7,Ab6,D7,Gmaj7,Fadd4,Dm9,Gbmaj7,Bbmadd4/Ab,Dbmaj7,Cmaj7,Cm7,Bbm,F7/D,Bbmaj7,F#5,Ebadd9,Adim/C,Cmaj7/F,Bbm7,Ebmaj7,F(b9)",advanced,yasashisa
917,nick-cave-the-bad-seeds,"F#7,Gm7,E7,Bm,Em",intermediate,red-right-hand
918,naughty-boy,"F#m,A,Bm,D,Em,G",novice,runnin-lose-it-all
919,grateful-dead,"G,Bb,C/A,F,C,Am,E7,C/B,C/Bb,Csus2",intermediate,dire-wolf
920,misc-television,"G,A,E,Bm,D,C#m,B",novice,friends-theme
921,led-zeppelin,"Asus4,E,C,F,Am,D,G",intermediate,tangerine
922,alice-in-chains,"C,G,A,E",novice,rooster
923,brooks-dunn,"D,A,E",novice,neon-moon
924,peach-pit,"F#m,A,Dmaj7,F#maj7,C#7,D,D7,B7",intermediate,peach-pit
925,misc-praise-songs,"D,G,C,Am",novice,what-a-friend-we-have-in-jesus
926,krezip,"Bb,Gm,E,Cm,F,Dm",advanced,all-my-life
927,halsey,"G,Am7,C,Dm7",novice,finally-beautiful-stranger
928,stevie-wonder,"Eb9b5,F#7#5,Abmaj7,F,C6,Dm,A6,Dm7,Bb6,Am/G,D9b5,Amaj7,Ebm7,Fm/Eb,Absus2,Ebm,C#7/G#,C#m7b5,Gmaj7,Ab7/Eb,A7/E,G7,E,F#7,Bbmaj7,Gb,Bsus2,Bbsus2,G9,B6,D6,Gm/F,Csus2,Eb9",advanced,send-one-your-love
929,frank-sinatra,"A9,Fm7,B7-9,Bb,B13,Eb7-9,Abmaj7,Emaj7,Em7,Eb/Bb,A11,Gm6,Bb11,Bb9,Fm6,Eb11,Gm,Dmaj7,Gm7,Eb6,D,Ab6,Gmaj7,G,D/A,F#m,Em6,Abm6,C7,B9,Eb7,Bbsus4,D9,Eb,Ab,C9,Ebmaj7,D6,Eb7+5,F#m7,Eb9,B7",advanced,new-york-new-york
930,the-lumineers,"C#,A,E,F#,C,Em,G#,B",novice,salt-and-the-sea
931,little-mix,"C,Am,D,Em,G,G/B",novice,secret-love-song
932,abba,"G7,F,C,Am,Dm,G6,Em,G",intermediate,super-trouper
933,vashti-bunyan,"Am7,C,Am,D,B,Em,Em/D,G,B7",intermediate,train-song
934,misc-soundtrack,"C5,Am11,Abmaj7,Ab2,F,Am,Fmaj7,Fm11,Cadd2/E,Eb/G,Cmaj9,Gm,Abmaj9,Cadd2,C2,F6,Fm9,G7,Dbmaj7,Bb2,C2/F,Bbmaj7,C2/E,Eb,C/E,G7sus4,Ab,G7sus,C,Db6/9,C/F,Em,Cm7/Bb,C9,Cadd2/F",advanced,heathers-the-musical-kindergarten-boyfriend
935,pavement,"F#m,A,E,Am,Dm,D,B",novice,harness-your-hopes
936,niki-nicole-zefanya,"Cadd9,Cm,C,D,Em,Gmaj7,G,Dadd4add9",novice,la-la-lost-you
937,kacey-musgraves,"F,C,Am,Dm,Em,G",novice,butterflies
938,musikatha,"C,Am,Dsus,Em7,D/C,D,Bm,B/D#,Em,G,G/B",advanced,awit-ng-puso
939,fairport-convention,"Esus4,F#m11/E,F#m,A,E,Asus4,Am,Emaj7,Aadd9,F#m7,Badd11,G#m",intermediate,who-knows-where-the-time-goes
940,george-benson,"Fm7,G7,C7,Bb7,G#7,B9,Gm7,Cmaj7,Ebm7,Gm,Fm,C#7,D,Dm7,C7M",advanced,this-masquerade
941,chris-stapleton,"F,G,C,Am",intermediate,scarecrow-in-the-garden
942,the-smashing-pumpkins,"Eb,Db,Ab,D/F#,Bb,C,Am,D,Em,Gb,G",novice,tonight-tonight
943,my-chemical-romance,"F#m,Bb5,C5,A,E,D/F#,Eb5,F#,C,Am,Bm,E/G#,D,B,Em,G,Bb/D,B7",novice,welcome-to-the-black-parade
944,carpenters,"E7sus4,C#m7,Amaj7,Bb,Dmaj7,E,F#,Bm7,E7,Ebmaj7,F#m7,Bmaj7",intermediate,weve-only-just-begun
945,rossana-casale,"Esus2,Gdim,Bsus2,G#m7,E,Am7,A,Bm7,F#dim,D,A7+,F#m7,B7",advanced,brividi
946,marty-robbins,"C,A7,D,Em,D7,G",novice,el-paso
947,eric-clapton,"D/F#,C,D,Em,G",novice,wonderful-tonight
948,pink-floyd,"G7,Dsus2,A,E,Bb,C,A7,Bm7,D,D9,D7,Em,G",intermediate,brain-damage-eclipse
949,ozzy-osbourne,"G,A,E,C,Bsus4,G#5,D,Asus2,C#m,B,F#5",novice,mama-im-coming-home
950,john-prine,"F,G,C",novice,in-spite-of-ourselves
951,walk-the-moon,"Em,D,G,C",novice,shut-up-and-dance
952,misc-children,"E7,D,A,E",novice,old-macdonald-had-a-farm
953,gino-vannelli,"B7+5,Am7,C/D,A/D,Em7,Fmaj7,Bb/D,Cmaj9,Bm7,D,E6,Gbm7-5,Am7/D,Cm6/G,Gmaj9,Cmaj7,Fmaj7/G,Db9-5,Bm7/E,Am7/G,Fmaj13,Dbm7-5,Gmaj13,Eb/D,Ab/D,D6",advanced,the-wheels-of-life
954,paul-wilbur,"F,C,Am,Dm,G",advanced,adonai
955,mark-ronson,"D/F#,C,Am,D,Em,G",novice,nothing-breaks-like-a-heart
956,ed-sheeran,"Bm,D,G,A",novice,best-part-of-me
957,moloko,"Eb,Db,Fm7,Ab,C#,Bb,Bb7#5#9,F,Cb,C,F#,Ebm9,Abm9,D,Bb11,Gb",advanced,sing-it-back
958,paul-mccartney,"Dm7,A/C#,A,C,E7,Em7,Em9,D,B7sus,F6,Ebmaj7,D7,B,Bbmaj7,G#maj7,G6,G",advanced,arrow-through-me
959,extreme,"G7,Cadd9,A,D7,Bm7,D,Dm7,G,G/B",advanced,shadow-boxing
960,sonicflood,"C,Am,D,Em,G",novice,open-the-eyes-of-my-heart
961,ella-fitzgerald,"B7+5,Ab,Gb9,A,E,B9,Edim,Emaj7,Bm,B6,Ab7,C#7,Gb,Bdim,B7",advanced,its-only-a-paper-moon
962,misc-soundtrack,"Ddim7,E7/G#,Bdim7,Am7,F#7/Bb,F#7,C,D7,Bm7,Am7-5,Cdim7,Em7,G6,D,D9,D11,Gmaj7,G",advanced,the-wizard-of-oz-somewhere-over-the-rainbow
963,willie-nelson,"G7,F,C,E7,Dm,G",novice,on-the-road-again
964,giveon,"E,Cmaj7,F,C,E7,Fmaj7,Dm,Em7,Dm7,G",intermediate,heartbreak-anniversary
965,the-cranberries,"F,C,Em,Am",novice,ode-to-my-family
966,quimby,"A,Bm,Em7,D,Em,G",advanced,aut-egy-szerpentinen
967,mitski,"F#m,C5,C#,A,Bb,E,B5,C,C#/E#,Bm,D,B,G",intermediate,washing-machine-heart
968,jeremy-passion,"G,D7,Em,Am",novice,lemonade
969,genesis,"Fm7,Db,A/C#,Bb/F,Bb,F,C#m,B/F#,Dbm6,Amaj7,Bm/F#,Ebm7,Bm,F7,G/D,Ebm,G,C#,A,E,Db6,F#,Bbm,Ddim,A/E,B,Eb,Abm7,Ab,Abm,Ebsus4",advanced,in-the-cage
970,lauren-daigle,"Fm7,Fm6,G7,Am7,C,F,Am,Fmaj7,Gsus4,Am9,Dm7,G,G/B",intermediate,rebel-heart
971,lana-del-rey,"F,C,Am,Bm,D,Em,Asus2,G",novice,brooklyn-baby
972,dido,"D/F#,Cmaj7,C,Em/B,Am,Bm,D,Em,G,G/B",novice,thank-you
973,hozier,"C,F,Am,Dm,Em,G",novice,from-eden
974,magic,"G,F,C,Am",novice,rude
975,martin-garrix,"F,C,Am,Em,G",novice,scared-to-be-lonely
976,michel-sardou,"A,E,Bb,F,C,A7,Am,Dm,G,Dm6",advanced,je-vais-taimer
977,nirvana,"Eb,G5,C5,Eb5,Bb,F,F#,C,F7,F5,F#5",advanced,blew
978,nashville-cast,"C,Am,D,Em,G",intermediate,sanctuary
979,earth-wind-fire,"C#m7,C#/D#,Dmaj7,C/D,B/C#,Bm7,A/B,A7b9,D/E,E/D,Em7,Amaj9,F#m9,B/E,Fmaj9,Bm9",advanced,loves-holiday
980,pink-floyd,"Bb,F,C,Am,Dm,D,Em,G",intermediate,lost-for-words
981,warren-zevon,"A,E,C,D,G",intermediate,lawyers-guns-and-money
982,melody-gardot,"F#madd9,C#/E#,F#m/E#,F#m6,Dmaj7,Bm/F#,F#m/E,Bm7,Cdim7,Em6,B9/D#,F#7/A#,C#m7,B9,Bm/C#,C#7(b9),B/D#,D#m7b5,D6,C#7(#9),F#m7",advanced,our-love-is-easy
983,khalid,"Dm,F,C",novice,young-dumb-and-broke
984,the-fray,"C,Am,D,Em,G",advanced,say-when
985,girls-generation,"F#m,Esus4,Bm7b5,C#,A,E,Amaj7,Dmaj7,Asus4,F,A7,Bm,G#m7b5,Dm,D,C#m,F#m7",advanced,divine
986,elvis-presley,"E7,B7,A7,E",intermediate,heartbreak-hotel
987,adele,"G7,Cmaj7,C,F,Am,Em7,Em,Am/D,Fadd9",intermediate,love-in-the-dark
988,marilyn-manson,"E,B5,F,Am,Dm,D#,Em",advanced,target-audience
989,bruce-springsteen,"D,G,A",intermediate,no-surrender
990,lou-reed,"G,C,Am/D",advanced,baton-rouge
